index;type;minority_decision;majority_decision
345;BORDERLINE;10=>0;10=>3
90;OUTLIER;10=>0;10=>3
95;RARE;10=>0;10=>3
98;BORDERLINE;10=>0;10=>3
99;RARE;10=>0;10=>3
105;OUTLIER;10=>0;10=>3
106;BORDERLINE;10=>0;10=>3
110;OUTLIER;10=>0;10=>3
111;RARE;10=>0;10=>3
122;RARE;10=>0;10=>3
130;OUTLIER;10=>0;10=>3
131;BORDERLINE;10=>0;10=>3
136;BORDERLINE;10=>0;10=>3
137;OUTLIER;10=>0;10=>3
138;SAFE;10=>0;10=>3
139;RARE;10=>0;10=>3
141;SAFE;10=>0;10=>3
145;RARE;10=>0;10=>3
151;BORDERLINE;10=>0;10=>3
152;BORDERLINE;10=>0;10=>3
153;RARE;10=>0;10=>3
154;RARE;10=>0;10=>3
413;OUTLIER;10=>0;10=>3
162;BORDERLINE;10=>0;10=>3
167;BORDERLINE;10=>0;10=>3
168;SAFE;10=>0;10=>3
169;BORDERLINE;10=>0;10=>3
171;BORDERLINE;10=>0;10=>3
172;SAFE;10=>0;10=>3
173;OUTLIER;10=>0;10=>3
179;BORDERLINE;10=>0;10=>3
184;OUTLIER;10=>0;10=>3
186;OUTLIER;10=>0;10=>3
187;BORDERLINE;10=>0;10=>3
192;BORDERLINE;10=>0;10=>3
194;BORDERLINE;10=>0;10=>3
195;BORDERLINE;10=>0;10=>3
196;BORDERLINE;10=>0;10=>3
197;BORDERLINE;10=>0;10=>3
198;BORDERLINE;10=>0;10=>3
458;SAFE;10=>0;10=>3
459;BORDERLINE;10=>0;10=>3
460;BORDERLINE;10=>0;10=>3
461;BORDERLINE;10=>0;10=>3
462;BORDERLINE;10=>0;10=>3
463;BORDERLINE;10=>0;10=>3
210;SAFE;10=>0;10=>3
211;SAFE;10=>0;10=>3
212;SAFE;10=>0;10=>3
215;RARE;10=>0;10=>3
217;RARE;10=>0;10=>3
218;RARE;10=>0;10=>3
220;BORDERLINE;10=>0;10=>3
227;BORDERLINE;10=>0;10=>3
486;RARE;10=>0;10=>3
487;RARE;10=>0;10=>3
232;BORDERLINE;10=>0;10=>3
488;RARE;10=>0;10=>3
233;BORDERLINE;10=>0;10=>3
234;BORDERLINE;10=>0;10=>3
235;BORDERLINE;10=>0;10=>3
236;RARE;10=>0;10=>3
238;BORDERLINE;10=>0;10=>3
239;BORDERLINE;10=>0;10=>3
240;RARE;10=>0;10=>3
243;BORDERLINE;10=>0;10=>3
244;BORDERLINE;10=>0;10=>3
245;BORDERLINE;10=>0;10=>3
246;BORDERLINE;10=>0;10=>3
247;OUTLIER;10=>0;10=>3
248;BORDERLINE;10=>0;10=>3
249;BORDERLINE;10=>0;10=>3
250;BORDERLINE;10=>0;10=>3
511;BORDERLINE;10=>0;10=>3
516;SAFE;10=>3;10=>0
517;SAFE;10=>3;10=>0
518;BORDERLINE;10=>3;10=>0
519;SAFE;10=>3;10=>0
8;BORDERLINE;10=>3;10=>0
520;RARE;10=>3;10=>0
9;BORDERLINE;10=>3;10=>0
521;SAFE;10=>3;10=>0
10;BORDERLINE;10=>3;10=>0
522;SAFE;10=>3;10=>0
523;SAFE;10=>3;10=>0
524;SAFE;10=>3;10=>0
525;SAFE;10=>3;10=>0
526;RARE;10=>3;10=>0
527;BORDERLINE;10=>3;10=>0
528;SAFE;10=>3;10=>0
529;SAFE;10=>3;10=>0
530;SAFE;10=>3;10=>0
531;BORDERLINE;10=>3;10=>0
537;BORDERLINE;10=>3;10=>0
282;OUTLIER;10=>3;10=>0
538;BORDERLINE;10=>3;10=>0
539;BORDERLINE;10=>3;10=>0
540;SAFE;10=>3;10=>0
541;BORDERLINE;10=>3;10=>0
542;SAFE;10=>3;10=>0
543;SAFE;10=>3;10=>0
544;SAFE;10=>3;10=>0
545;SAFE;10=>3;10=>0
43;BORDERLINE;10=>3;10=>0
53;OUTLIER;10=>3;10=>0
318;OUTLIER;10=>3;10=>0
319;RARE;10=>3;10=>0
320;BORDERLINE;10=>3;10=>0
321;BORDERLINE;10=>3;10=>0
322;RARE;10=>3;10=>0
323;SAFE;10=>3;10=>0
324;BORDERLINE;10=>3;10=>0
325;SAFE;10=>3;10=>0
326;SAFE;10=>3;10=>0
327;BORDERLINE;10=>3;10=>0
328;BORDERLINE;10=>3;10=>0
329;SAFE;10=>3;10=>0
330;BORDERLINE;10=>3;10=>0
331;SAFE;10=>3;10=>0
336;SAFE;10=>3;10=>0
337;SAFE;10=>3;10=>0
338;RARE;10=>3;10=>0
344;OUTLIER;10=>3;10=>0
92;SAFE;10=>3;10=>0
93;BORDERLINE;10=>3;10=>0
94;BORDERLINE;10=>3;10=>0
353;BORDERLINE;10=>3;10=>0
354;BORDERLINE;10=>3;10=>0
357;SAFE;10=>3;10=>0
102;RARE;10=>3;10=>0
358;BORDERLINE;10=>3;10=>0
103;OUTLIER;10=>3;10=>0
359;SAFE;10=>3;10=>0
360;BORDERLINE;10=>3;10=>0
361;BORDERLINE;10=>3;10=>0
362;OUTLIER;10=>3;10=>0
364;BORDERLINE;10=>3;10=>0
365;BORDERLINE;10=>3;10=>0
366;SAFE;10=>3;10=>0
367;BORDERLINE;10=>3;10=>0
112;OUTLIER;10=>3;10=>0
368;BORDERLINE;10=>3;10=>0
115;OUTLIER;10=>3;10=>0
371;SAFE;10=>3;10=>0
116;OUTLIER;10=>3;10=>0
372;RARE;10=>3;10=>0
117;RARE;10=>3;10=>0
373;SAFE;10=>3;10=>0
118;BORDERLINE;10=>3;10=>0
374;SAFE;10=>3;10=>0
119;RARE;10=>3;10=>0
375;SAFE;10=>3;10=>0
376;RARE;10=>3;10=>0
377;SAFE;10=>3;10=>0
378;BORDERLINE;10=>3;10=>0
379;RARE;10=>3;10=>0
380;SAFE;10=>3;10=>0
125;BORDERLINE;10=>3;10=>0
381;SAFE;10=>3;10=>0
126;BORDERLINE;10=>3;10=>0
382;BORDERLINE;10=>3;10=>0
127;SAFE;10=>3;10=>0
128;RARE;10=>3;10=>0
129;OUTLIER;10=>3;10=>0
386;BORDERLINE;10=>3;10=>0
387;BORDERLINE;10=>3;10=>0
388;SAFE;10=>3;10=>0
389;BORDERLINE;10=>3;10=>0
390;RARE;10=>3;10=>0
135;SAFE;10=>3;10=>0
391;OUTLIER;10=>3;10=>0
392;RARE;10=>3;10=>0
393;SAFE;10=>3;10=>0
398;BORDERLINE;10=>3;10=>0
399;BORDERLINE;10=>3;10=>0
400;SAFE;10=>3;10=>0
405;RARE;10=>3;10=>0
406;BORDERLINE;10=>3;10=>0
407;SAFE;10=>3;10=>0
408;BORDERLINE;10=>3;10=>0
409;SAFE;10=>3;10=>0
410;SAFE;10=>3;10=>0
411;SAFE;10=>3;10=>0
412;RARE;10=>3;10=>0
415;SAFE;10=>3;10=>0
416;BORDERLINE;10=>3;10=>0
161;SAFE;10=>3;10=>0
417;RARE;10=>3;10=>0
418;SAFE;10=>3;10=>0
419;SAFE;10=>3;10=>0
436;RARE;10=>3;10=>0
445;BORDERLINE;10=>3;10=>0
446;SAFE;10=>3;10=>0
447;BORDERLINE;10=>3;10=>0
457;SAFE;10=>3;10=>0
209;OUTLIER;10=>3;10=>0
216;SAFE;10=>3;10=>0
474;OUTLIER;10=>3;10=>0
475;BORDERLINE;10=>3;10=>0
477;BORDERLINE;10=>3;10=>0
478;RARE;10=>3;10=>0
479;BORDERLINE;10=>3;10=>0
224;OUTLIER;10=>3;10=>0
480;SAFE;10=>3;10=>0
481;RARE;10=>3;10=>0
482;BORDERLINE;10=>3;10=>0
485;OUTLIER;10=>3;10=>0
231;BORDERLINE;10=>3;10=>0
508;RARE;10=>3;10=>0
516;SAFE;10=>3;10=>2
517;SAFE;10=>3;10=>2
518;BORDERLINE;10=>3;10=>2
519;SAFE;10=>3;10=>2
8;BORDERLINE;10=>3;10=>2
520;RARE;10=>3;10=>2
9;BORDERLINE;10=>3;10=>2
521;SAFE;10=>3;10=>2
10;BORDERLINE;10=>3;10=>2
522;SAFE;10=>3;10=>2
523;SAFE;10=>3;10=>2
524;SAFE;10=>3;10=>2
525;SAFE;10=>3;10=>2
526;RARE;10=>3;10=>2
527;BORDERLINE;10=>3;10=>2
528;SAFE;10=>3;10=>2
529;SAFE;10=>3;10=>2
530;SAFE;10=>3;10=>2
531;BORDERLINE;10=>3;10=>2
537;BORDERLINE;10=>3;10=>2
282;OUTLIER;10=>3;10=>2
538;BORDERLINE;10=>3;10=>2
539;BORDERLINE;10=>3;10=>2
540;SAFE;10=>3;10=>2
541;BORDERLINE;10=>3;10=>2
542;SAFE;10=>3;10=>2
543;SAFE;10=>3;10=>2
544;SAFE;10=>3;10=>2
545;SAFE;10=>3;10=>2
43;BORDERLINE;10=>3;10=>2
53;OUTLIER;10=>3;10=>2
318;OUTLIER;10=>3;10=>2
319;RARE;10=>3;10=>2
320;BORDERLINE;10=>3;10=>2
321;BORDERLINE;10=>3;10=>2
322;RARE;10=>3;10=>2
323;SAFE;10=>3;10=>2
324;BORDERLINE;10=>3;10=>2
325;SAFE;10=>3;10=>2
326;SAFE;10=>3;10=>2
327;BORDERLINE;10=>3;10=>2
328;BORDERLINE;10=>3;10=>2
329;SAFE;10=>3;10=>2
330;BORDERLINE;10=>3;10=>2
331;SAFE;10=>3;10=>2
336;SAFE;10=>3;10=>2
337;SAFE;10=>3;10=>2
338;RARE;10=>3;10=>2
344;OUTLIER;10=>3;10=>2
92;SAFE;10=>3;10=>2
93;BORDERLINE;10=>3;10=>2
94;BORDERLINE;10=>3;10=>2
353;BORDERLINE;10=>3;10=>2
354;BORDERLINE;10=>3;10=>2
357;SAFE;10=>3;10=>2
102;RARE;10=>3;10=>2
358;BORDERLINE;10=>3;10=>2
103;OUTLIER;10=>3;10=>2
359;SAFE;10=>3;10=>2
360;BORDERLINE;10=>3;10=>2
361;BORDERLINE;10=>3;10=>2
362;OUTLIER;10=>3;10=>2
364;BORDERLINE;10=>3;10=>2
365;BORDERLINE;10=>3;10=>2
366;SAFE;10=>3;10=>2
367;BORDERLINE;10=>3;10=>2
112;OUTLIER;10=>3;10=>2
368;BORDERLINE;10=>3;10=>2
115;OUTLIER;10=>3;10=>2
371;SAFE;10=>3;10=>2
116;OUTLIER;10=>3;10=>2
372;RARE;10=>3;10=>2
117;RARE;10=>3;10=>2
373;SAFE;10=>3;10=>2
118;BORDERLINE;10=>3;10=>2
374;SAFE;10=>3;10=>2
119;RARE;10=>3;10=>2
375;SAFE;10=>3;10=>2
376;RARE;10=>3;10=>2
377;SAFE;10=>3;10=>2
378;BORDERLINE;10=>3;10=>2
379;RARE;10=>3;10=>2
380;SAFE;10=>3;10=>2
125;BORDERLINE;10=>3;10=>2
381;SAFE;10=>3;10=>2
126;BORDERLINE;10=>3;10=>2
382;BORDERLINE;10=>3;10=>2
127;SAFE;10=>3;10=>2
128;RARE;10=>3;10=>2
129;OUTLIER;10=>3;10=>2
386;BORDERLINE;10=>3;10=>2
387;BORDERLINE;10=>3;10=>2
388;SAFE;10=>3;10=>2
389;BORDERLINE;10=>3;10=>2
390;RARE;10=>3;10=>2
135;SAFE;10=>3;10=>2
391;OUTLIER;10=>3;10=>2
392;RARE;10=>3;10=>2
393;SAFE;10=>3;10=>2
398;BORDERLINE;10=>3;10=>2
399;BORDERLINE;10=>3;10=>2
400;SAFE;10=>3;10=>2
405;RARE;10=>3;10=>2
406;BORDERLINE;10=>3;10=>2
407;SAFE;10=>3;10=>2
408;BORDERLINE;10=>3;10=>2
409;SAFE;10=>3;10=>2
410;SAFE;10=>3;10=>2
411;SAFE;10=>3;10=>2
412;RARE;10=>3;10=>2
415;SAFE;10=>3;10=>2
416;BORDERLINE;10=>3;10=>2
161;SAFE;10=>3;10=>2
417;RARE;10=>3;10=>2
418;SAFE;10=>3;10=>2
419;SAFE;10=>3;10=>2
436;RARE;10=>3;10=>2
445;BORDERLINE;10=>3;10=>2
446;SAFE;10=>3;10=>2
447;BORDERLINE;10=>3;10=>2
457;SAFE;10=>3;10=>2
209;OUTLIER;10=>3;10=>2
216;SAFE;10=>3;10=>2
474;OUTLIER;10=>3;10=>2
475;BORDERLINE;10=>3;10=>2
477;BORDERLINE;10=>3;10=>2
478;RARE;10=>3;10=>2
479;BORDERLINE;10=>3;10=>2
224;OUTLIER;10=>3;10=>2
480;SAFE;10=>3;10=>2
481;RARE;10=>3;10=>2
482;BORDERLINE;10=>3;10=>2
485;OUTLIER;10=>3;10=>2
231;BORDERLINE;10=>3;10=>2
508;RARE;10=>3;10=>2
256;RARE;10=>2;10=>1
512;BORDERLINE;10=>2;10=>1
257;OUTLIER;10=>2;10=>1
513;BORDERLINE;10=>2;10=>1
5;BORDERLINE;10=>2;10=>1
6;RARE;10=>2;10=>1
7;BORDERLINE;10=>2;10=>1
271;BORDERLINE;10=>2;10=>1
272;BORDERLINE;10=>2;10=>1
273;RARE;10=>2;10=>1
274;OUTLIER;10=>2;10=>1
275;RARE;10=>2;10=>1
276;BORDERLINE;10=>2;10=>1
532;OUTLIER;10=>2;10=>1
21;RARE;10=>2;10=>1
277;RARE;10=>2;10=>1
533;RARE;10=>2;10=>1
534;BORDERLINE;10=>2;10=>1
535;RARE;10=>2;10=>1
536;OUTLIER;10=>2;10=>1
281;OUTLIER;10=>2;10=>1
285;OUTLIER;10=>2;10=>1
37;RARE;10=>2;10=>1
38;BORDERLINE;10=>2;10=>1
40;BORDERLINE;10=>2;10=>1
41;BORDERLINE;10=>2;10=>1
42;RARE;10=>2;10=>1
305;OUTLIER;10=>2;10=>1
306;BORDERLINE;10=>2;10=>1
307;BORDERLINE;10=>2;10=>1
52;OUTLIER;10=>2;10=>1
308;RARE;10=>2;10=>1
309;RARE;10=>2;10=>1
311;BORDERLINE;10=>2;10=>1
312;RARE;10=>2;10=>1
313;RARE;10=>2;10=>1
314;RARE;10=>2;10=>1
315;BORDERLINE;10=>2;10=>1
316;BORDERLINE;10=>2;10=>1
317;BORDERLINE;10=>2;10=>1
67;OUTLIER;10=>2;10=>1
69;RARE;10=>2;10=>1
79;BORDERLINE;10=>2;10=>1
339;RARE;10=>2;10=>1
340;RARE;10=>2;10=>1
341;RARE;10=>2;10=>1
342;BORDERLINE;10=>2;10=>1
87;RARE;10=>2;10=>1
343;RARE;10=>2;10=>1
349;RARE;10=>2;10=>1
350;BORDERLINE;10=>2;10=>1
351;OUTLIER;10=>2;10=>1
352;RARE;10=>2;10=>1
355;BORDERLINE;10=>2;10=>1
356;BORDERLINE;10=>2;10=>1
101;OUTLIER;10=>2;10=>1
363;BORDERLINE;10=>2;10=>1
108;RARE;10=>2;10=>1
109;BORDERLINE;10=>2;10=>1
113;OUTLIER;10=>2;10=>1
369;BORDERLINE;10=>2;10=>1
114;OUTLIER;10=>2;10=>1
370;BORDERLINE;10=>2;10=>1
121;BORDERLINE;10=>2;10=>1
124;RARE;10=>2;10=>1
383;OUTLIER;10=>2;10=>1
384;BORDERLINE;10=>2;10=>1
385;BORDERLINE;10=>2;10=>1
134;BORDERLINE;10=>2;10=>1
394;BORDERLINE;10=>2;10=>1
395;OUTLIER;10=>2;10=>1
396;BORDERLINE;10=>2;10=>1
397;RARE;10=>2;10=>1
401;RARE;10=>2;10=>1
402;BORDERLINE;10=>2;10=>1
403;RARE;10=>2;10=>1
148;RARE;10=>2;10=>1
404;BORDERLINE;10=>2;10=>1
159;OUTLIER;10=>2;10=>1
160;RARE;10=>2;10=>1
420;BORDERLINE;10=>2;10=>1
421;RARE;10=>2;10=>1
166;BORDERLINE;10=>2;10=>1
423;RARE;10=>2;10=>1
424;OUTLIER;10=>2;10=>1
425;RARE;10=>2;10=>1
430;RARE;10=>2;10=>1
431;BORDERLINE;10=>2;10=>1
176;BORDERLINE;10=>2;10=>1
432;RARE;10=>2;10=>1
177;BORDERLINE;10=>2;10=>1
433;RARE;10=>2;10=>1
178;OUTLIER;10=>2;10=>1
434;BORDERLINE;10=>2;10=>1
435;BORDERLINE;10=>2;10=>1
438;BORDERLINE;10=>2;10=>1
183;BORDERLINE;10=>2;10=>1
439;BORDERLINE;10=>2;10=>1
442;RARE;10=>2;10=>1
443;RARE;10=>2;10=>1
444;BORDERLINE;10=>2;10=>1
190;OUTLIER;10=>2;10=>1
449;BORDERLINE;10=>2;10=>1
450;OUTLIER;10=>2;10=>1
451;RARE;10=>2;10=>1
452;BORDERLINE;10=>2;10=>1
453;RARE;10=>2;10=>1
454;RARE;10=>2;10=>1
455;RARE;10=>2;10=>1
456;BORDERLINE;10=>2;10=>1
207;OUTLIER;10=>2;10=>1
208;BORDERLINE;10=>2;10=>1
473;BORDERLINE;10=>2;10=>1
219;RARE;10=>2;10=>1
222;BORDERLINE;10=>2;10=>1
223;RARE;10=>2;10=>1
225;RARE;10=>2;10=>1
228;BORDERLINE;10=>2;10=>1
484;BORDERLINE;10=>2;10=>1
229;OUTLIER;10=>2;10=>1
230;BORDERLINE;10=>2;10=>1
497;BORDERLINE;10=>2;10=>1
242;RARE;10=>2;10=>1
498;RARE;10=>2;10=>1
499;BORDERLINE;10=>2;10=>1
500;RARE;10=>2;10=>1
501;OUTLIER;10=>2;10=>1
502;BORDERLINE;10=>2;10=>1
503;OUTLIER;10=>2;10=>1
504;BORDERLINE;10=>2;10=>1
505;RARE;10=>2;10=>1
506;BORDERLINE;10=>2;10=>1
507;RARE;10=>2;10=>1
509;OUTLIER;10=>2;10=>1
510;RARE;10=>2;10=>1
255;OUTLIER;10=>2;10=>1
256;RARE;10=>2;10=>1
512;BORDERLINE;10=>2;10=>1
257;OUTLIER;10=>2;10=>1
513;BORDERLINE;10=>2;10=>1
5;BORDERLINE;10=>2;10=>1
6;RARE;10=>2;10=>1
7;BORDERLINE;10=>2;10=>1
271;BORDERLINE;10=>2;10=>1
272;BORDERLINE;10=>2;10=>1
273;RARE;10=>2;10=>1
274;OUTLIER;10=>2;10=>1
275;RARE;10=>2;10=>1
276;BORDERLINE;10=>2;10=>1
532;OUTLIER;10=>2;10=>1
21;RARE;10=>2;10=>1
277;RARE;10=>2;10=>1
533;RARE;10=>2;10=>1
534;BORDERLINE;10=>2;10=>1
535;RARE;10=>2;10=>1
536;OUTLIER;10=>2;10=>1
281;OUTLIER;10=>2;10=>1
285;OUTLIER;10=>2;10=>1
37;RARE;10=>2;10=>1
38;BORDERLINE;10=>2;10=>1
40;BORDERLINE;10=>2;10=>1
41;BORDERLINE;10=>2;10=>1
42;RARE;10=>2;10=>1
305;OUTLIER;10=>2;10=>1
306;BORDERLINE;10=>2;10=>1
307;BORDERLINE;10=>2;10=>1
52;OUTLIER;10=>2;10=>1
308;RARE;10=>2;10=>1
309;RARE;10=>2;10=>1
311;BORDERLINE;10=>2;10=>1
312;RARE;10=>2;10=>1
313;RARE;10=>2;10=>1
314;RARE;10=>2;10=>1
315;BORDERLINE;10=>2;10=>1
316;BORDERLINE;10=>2;10=>1
317;BORDERLINE;10=>2;10=>1
67;OUTLIER;10=>2;10=>1
69;RARE;10=>2;10=>1
79;BORDERLINE;10=>2;10=>1
339;RARE;10=>2;10=>1
340;RARE;10=>2;10=>1
341;RARE;10=>2;10=>1
342;BORDERLINE;10=>2;10=>1
87;RARE;10=>2;10=>1
343;RARE;10=>2;10=>1
349;RARE;10=>2;10=>1
350;BORDERLINE;10=>2;10=>1
351;OUTLIER;10=>2;10=>1
352;RARE;10=>2;10=>1
355;BORDERLINE;10=>2;10=>1
356;BORDERLINE;10=>2;10=>1
101;OUTLIER;10=>2;10=>1
363;BORDERLINE;10=>2;10=>1
108;RARE;10=>2;10=>1
109;BORDERLINE;10=>2;10=>1
113;OUTLIER;10=>2;10=>1
369;BORDERLINE;10=>2;10=>1
114;OUTLIER;10=>2;10=>1
370;BORDERLINE;10=>2;10=>1
121;BORDERLINE;10=>2;10=>1
124;RARE;10=>2;10=>1
383;OUTLIER;10=>2;10=>1
384;BORDERLINE;10=>2;10=>1
385;BORDERLINE;10=>2;10=>1
134;BORDERLINE;10=>2;10=>1
394;BORDERLINE;10=>2;10=>1
395;OUTLIER;10=>2;10=>1
396;BORDERLINE;10=>2;10=>1
397;RARE;10=>2;10=>1
401;RARE;10=>2;10=>1
402;BORDERLINE;10=>2;10=>1
403;RARE;10=>2;10=>1
148;RARE;10=>2;10=>1
404;BORDERLINE;10=>2;10=>1
159;OUTLIER;10=>2;10=>1
160;RARE;10=>2;10=>1
420;BORDERLINE;10=>2;10=>1
421;RARE;10=>2;10=>1
166;BORDERLINE;10=>2;10=>1
423;RARE;10=>2;10=>1
424;OUTLIER;10=>2;10=>1
425;RARE;10=>2;10=>1
430;RARE;10=>2;10=>1
431;BORDERLINE;10=>2;10=>1
176;BORDERLINE;10=>2;10=>1
432;RARE;10=>2;10=>1
177;BORDERLINE;10=>2;10=>1
433;RARE;10=>2;10=>1
178;OUTLIER;10=>2;10=>1
434;BORDERLINE;10=>2;10=>1
435;BORDERLINE;10=>2;10=>1
438;BORDERLINE;10=>2;10=>1
183;BORDERLINE;10=>2;10=>1
439;BORDERLINE;10=>2;10=>1
442;RARE;10=>2;10=>1
443;RARE;10=>2;10=>1
444;BORDERLINE;10=>2;10=>1
190;OUTLIER;10=>2;10=>1
449;BORDERLINE;10=>2;10=>1
450;OUTLIER;10=>2;10=>1
451;RARE;10=>2;10=>1
452;BORDERLINE;10=>2;10=>1
453;RARE;10=>2;10=>1
454;RARE;10=>2;10=>1
455;RARE;10=>2;10=>1
456;BORDERLINE;10=>2;10=>1
207;OUTLIER;10=>2;10=>1
208;BORDERLINE;10=>2;10=>1
473;BORDERLINE;10=>2;10=>1
219;RARE;10=>2;10=>1
222;BORDERLINE;10=>2;10=>1
223;RARE;10=>2;10=>1
225;RARE;10=>2;10=>1
228;BORDERLINE;10=>2;10=>1
484;BORDERLINE;10=>2;10=>1
229;OUTLIER;10=>2;10=>1
230;BORDERLINE;10=>2;10=>1
497;BORDERLINE;10=>2;10=>1
242;RARE;10=>2;10=>1
498;RARE;10=>2;10=>1
499;BORDERLINE;10=>2;10=>1
500;RARE;10=>2;10=>1
501;OUTLIER;10=>2;10=>1
502;BORDERLINE;10=>2;10=>1
503;OUTLIER;10=>2;10=>1
504;BORDERLINE;10=>2;10=>1
505;RARE;10=>2;10=>1
506;BORDERLINE;10=>2;10=>1
507;RARE;10=>2;10=>1
509;OUTLIER;10=>2;10=>1
510;RARE;10=>2;10=>1
255;OUTLIER;10=>2;10=>1
2;RARE;10=>1;10=>2
514;RARE;10=>1;10=>2
3;OUTLIER;10=>1;10=>2
515;SAFE;10=>1;10=>2
4;RARE;10=>1;10=>2
264;RARE;10=>1;10=>2
265;RARE;10=>1;10=>2
266;RARE;10=>1;10=>2
267;BORDERLINE;10=>1;10=>2
268;BORDERLINE;10=>1;10=>2
269;BORDERLINE;10=>1;10=>2
270;RARE;10=>1;10=>2
278;OUTLIER;10=>1;10=>2
279;RARE;10=>1;10=>2
280;BORDERLINE;10=>1;10=>2
286;OUTLIER;10=>1;10=>2
287;RARE;10=>1;10=>2
33;BORDERLINE;10=>1;10=>2
34;RARE;10=>1;10=>2
35;BORDERLINE;10=>1;10=>2
36;BORDERLINE;10=>1;10=>2
39;BORDERLINE;10=>1;10=>2
296;BORDERLINE;10=>1;10=>2
297;BORDERLINE;10=>1;10=>2
298;OUTLIER;10=>1;10=>2
299;RARE;10=>1;10=>2
300;BORDERLINE;10=>1;10=>2
301;OUTLIER;10=>1;10=>2
302;RARE;10=>1;10=>2
303;BORDERLINE;10=>1;10=>2
304;RARE;10=>1;10=>2
49;BORDERLINE;10=>1;10=>2
50;RARE;10=>1;10=>2
51;RARE;10=>1;10=>2
310;OUTLIER;10=>1;10=>2
57;RARE;10=>1;10=>2
62;RARE;10=>1;10=>2
63;RARE;10=>1;10=>2
64;RARE;10=>1;10=>2
65;RARE;10=>1;10=>2
66;OUTLIER;10=>1;10=>2
71;BORDERLINE;10=>1;10=>2
332;RARE;10=>1;10=>2
333;RARE;10=>1;10=>2
78;BORDERLINE;10=>1;10=>2
334;OUTLIER;10=>1;10=>2
335;OUTLIER;10=>1;10=>2
80;RARE;10=>1;10=>2
82;OUTLIER;10=>1;10=>2
84;OUTLIER;10=>1;10=>2
85;RARE;10=>1;10=>2
86;BORDERLINE;10=>1;10=>2
346;OUTLIER;10=>1;10=>2
91;BORDERLINE;10=>1;10=>2
347;BORDERLINE;10=>1;10=>2
348;BORDERLINE;10=>1;10=>2
96;RARE;10=>1;10=>2
97;RARE;10=>1;10=>2
100;BORDERLINE;10=>1;10=>2
104;OUTLIER;10=>1;10=>2
107;RARE;10=>1;10=>2
120;RARE;10=>1;10=>2
123;RARE;10=>1;10=>2
132;OUTLIER;10=>1;10=>2
133;RARE;10=>1;10=>2
140;OUTLIER;10=>1;10=>2
142;BORDERLINE;10=>1;10=>2
143;BORDERLINE;10=>1;10=>2
144;BORDERLINE;10=>1;10=>2
146;RARE;10=>1;10=>2
147;BORDERLINE;10=>1;10=>2
149;BORDERLINE;10=>1;10=>2
150;RARE;10=>1;10=>2
155;OUTLIER;10=>1;10=>2
156;OUTLIER;10=>1;10=>2
157;RARE;10=>1;10=>2
158;RARE;10=>1;10=>2
414;RARE;10=>1;10=>2
163;BORDERLINE;10=>1;10=>2
164;RARE;10=>1;10=>2
165;BORDERLINE;10=>1;10=>2
422;RARE;10=>1;10=>2
170;BORDERLINE;10=>1;10=>2
426;RARE;10=>1;10=>2
